ID,TRADE_CD,TICKET_CODE,PARTY_NAME,END_DATE,SHC_ID,SHC_NAME,ADDRESS,HOLD_VOL,HOLD_PCT,QA_ACTIVE_FLG,CREATE_TIME,UPDATE_TIME,TMSTAMP,SECURITY_ID
184378100,3,03382,天津港发展,2020-07-02,C00100,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",18/F TOWER 2 THE QUAYSIDE 77 HOI BUN ROAD KWUN TONG KOWLOON,57516613.0,0.93,True,2020-07-03 07:27:27.533,2020-07-03 07:27:27.533,165781498650,10003325
